FileVersion	TransferId	ReportDate	StudyId	AssayVersion
D0004490-rev4	abfdbb69-ad4c-4feb-8218-7764b6995b66	2022-09-08	SS-2216784	v4.1

SampleId	SampleName	ExtIdentifier	RowCheck	TestName	ProductIDandVersion	PredictedValue	Units	PredictedClass	UseClass
316	a0y4W00000kgfjTQAQ	EXID40000007910045	PASS	Fed-Fasted Plasma	R1152 V01	4.0	Hours		Research Use Only
316	a0y4W00000kgfjTQAQ	EXID40000007910045	PASS	Freeze-Thaw Plasma	R1154 V01	3.1	Cycles		Research Use Only
221	a0y4W00000kgfjGQAQ	EXID40000007910469	PASS	Time-to-Spin Plasma	R1143 V01	7.8	Hours		Research Use Only
221	a0y4W00000kgfjGQAQ	EXID40000007910469	PASS	Time-to-Decant Plasma	R1144 V01	3.8	Hours		Research Use Only
221	a0y4W00000kgfjGQAQ	EXID40000007910469	PASS	Time-to-Freeze Plasma	R1145 V01	6.9	Hours		Research Use Only
221	a0y4W00000kgfjGQAQ	EXID40000007910469	PASS	Fed-Fasted Plasma	R1152 V01	1.8	Hours		Research Use Only
221	a0y4W00000kgfjGQAQ	EXID40000007910469	PASS	Freeze-Thaw Plasma	R1154 V01	4.7	Cycles		Research Use Only
232	a0y4W00000kgfjLQAQ	EXID40000007910346	PASS	Time-to-Spin Plasma	R1143 V01	6.9	Hours		Research Use Only
232	a0y4W00000kgfjLQAQ	EXID40000007910346	PASS	Time-to-Decant Plasma	R1144 V01	4.1	Hours		Research Use Only
232	a0y4W00000kgfjLQAQ	EXID40000007910346	PASS	Time-to-Freeze Plasma	R1145 V01	4.8	Hours		Research Use Only
232	a0y4W00000kgfjLQAQ	EXID40000007910346	PASS	Fed-Fasted Plasma	R1152 V01	9.6	Hours		Research Use Only
232	a0y4W00000kgfjLQAQ	EXID40000007910346	PASS	Freeze-Thaw Plasma	R1154 V01	4.1	Cycles		Research Use Only
42	a0y4W00000kgfilQAA	EXID40000007910467	PASS	Time-to-Spin Plasma	R1143 V01	5.7	Hours		Research Use Only
42	a0y4W00000kgfilQAA	EXID40000007910467	PASS	Time-to-Decant Plasma	R1144 V01	1.8	Hours		Research Use Only
42	a0y4W00000kgfilQAA	EXID40000007910467	PASS	Time-to-Freeze Plasma	R1145 V01	4.0	Hours		Research Use Only
42	a0y4W00000kgfilQAA	EXID40000007910467	PASS	Fed-Fasted Plasma	R1152 V01	4.0	Hours		Research Use Only
42	a0y4W00000kgfilQAA	EXID40000007910467	PASS	Freeze-Thaw Plasma	R1154 V01	5.3	Cycles		Research Use Only
317	a0y4W00000kgfjUQAQ	EXID40000007910312	PASS	Time-to-Spin Plasma	R1143 V01	0.0	Hours		Research Use Only
317	a0y4W00000kgfjUQAQ	EXID40000007910312	PASS	Time-to-Decant Plasma	R1144 V01	0.0	Hours		Research Use Only
317	a0y4W00000kgfjUQAQ	EXID40000007910312	PASS	Time-to-Freeze Plasma	R1145 V01	0.3	Hours		Research Use Only
317	a0y4W00000kgfjUQAQ	EXID40000007910312	PASS	Fed-Fasted Plasma	R1152 V01	6.3	Hours		Research Use Only
317	a0y4W00000kgfjUQAQ	EXID40000007910312	PASS	Freeze-Thaw Plasma	R1154 V01	1.3	Cycles		Research Use Only
333	a0y4W00000kgfjaQAA	EXID40000007910330	PASS	Time-to-Spin Plasma	R1143 V01	1.8	Hours		Research Use Only
333	a0y4W00000kgfjaQAA	EXID40000007910330	PASS	Time-to-Decant Plasma	R1144 V01	0.8	Hours		Research Use Only
333	a0y4W00000kgfjaQAA	EXID40000007910330	PASS	Time-to-Freeze Plasma	R1145 V01	0.4	Hours		Research Use Only
333	a0y4W00000kgfjaQAA	EXID40000007910330	PASS	Fed-Fasted Plasma	R1152 V01	0.0	Hours		Research Use Only
333	a0y4W00000kgfjaQAA	EXID40000007910330	PASS	Freeze-Thaw Plasma	R1154 V01	3.5	Cycles		Research Use Only
82	a0y4W00000kgfjAQAQ	EXID40000007910457	PASS	Time-to-Spin Plasma	R1143 V01	14.7	Hours		Research Use Only
82	a0y4W00000kgfjAQAQ	EXID40000007910457	PASS	Time-to-Decant Plasma	R1144 V01	10.0	Hours		Research Use Only
82	a0y4W00000kgfjAQAQ	EXID40000007910457	PASS	Time-to-Freeze Plasma	R1145 V01	5.5	Hours		Research Use Only
82	a0y4W00000kgfjAQAQ	EXID40000007910457	PASS	Fed-Fasted Plasma	R1152 V01	8.5	Hours		Research Use Only
82	a0y4W00000kgfjAQAQ	EXID40000007910457	PASS	Freeze-Thaw Plasma	R1154 V01	6.4	Cycles		Research Use Only
334	a0y4W00000kgfjbQAA	EXID40000007910035	PASS	Time-to-Spin Plasma	R1143 V01	0.0	Hours		Research Use Only
334	a0y4W00000kgfjbQAA	EXID40000007910035	PASS	Time-to-Decant Plasma	R1144 V01	0.0	Hours		Research Use Only
334	a0y4W00000kgfjbQAA	EXID40000007910035	PASS	Time-to-Freeze Plasma	R1145 V01	0.0	Hours		Research Use Only
334	a0y4W00000kgfjbQAA	EXID40000007910035	PASS	Fed-Fasted Plasma	R1152 V01	4.4	Hours		Research Use Only
334	a0y4W00000kgfjbQAA	EXID40000007910035	PASS	Freeze-Thaw Plasma	R1154 V01	4.1	Cycles		Research Use Only
66	a0y4W00000kgfiyQAA	EXID40000007910478	PASS	Time-to-Spin Plasma	R1143 V01	9.7	Hours		Research Use Only
66	a0y4W00000kgfiyQAA	EXID40000007910478	PASS	Time-to-Decant Plasma	R1144 V01	7.0	Hours		Research Use Only
66	a0y4W00000kgfiyQAA	EXID40000007910478	PASS	Time-to-Freeze Plasma	R1145 V01	2.7	Hours		Research Use Only
66	a0y4W00000kgfiyQAA	EXID40000007910478	PASS	Fed-Fasted Plasma	R1152 V01	0.0	Hours		Research Use Only
66	a0y4W00000kgfiyQAA	EXID40000007910478	PASS	Freeze-Thaw Plasma	R1154 V01	5.4	Cycles		Research Use Only
226	a0y4W00000kgfjJQAQ	EXID40000007910464	PASS	Time-to-Spin Plasma	R1143 V01	0.0	Hours		Research Use Only
226	a0y4W00000kgfjJQAQ	EXID40000007910464	PASS	Time-to-Decant Plasma	R1144 V01	0.0	Hours		Research Use Only
226	a0y4W00000kgfjJQAQ	EXID40000007910464	PASS	Time-to-Freeze Plasma	R1145 V01	0.0	Hours		Research Use Only
226	a0y4W00000kgfjJQAQ	EXID40000007910464	PASS	Fed-Fasted Plasma	R1152 V01	7.7	Hours		Research Use Only
226	a0y4W00000kgfjJQAQ	EXID40000007910464	PASS	Freeze-Thaw Plasma	R1154 V01	4.2	Cycles		Research Use Only
62	a0y4W00000kgfivQAA	EXID40000007910462	PASS	Time-to-Spin Plasma	R1143 V01	5.3	Hours		Research Use Only
62	a0y4W00000kgfivQAA	EXID40000007910462	PASS	Time-to-Decant Plasma	R1144 V01	4.8	Hours		Research Use Only
62	a0y4W00000kgfivQAA	EXID40000007910462	PASS	Time-to-Freeze Plasma	R1145 V01	7.1	Hours		Research Use Only
62	a0y4W00000kgfivQAA	EXID40000007910462	PASS	Fed-Fasted Plasma	R1152 V01	8.9	Hours		Research Use Only
62	a0y4W00000kgfivQAA	EXID40000007910462	PASS	Freeze-Thaw Plasma	R1154 V01	7.1	Cycles		Research Use Only
78	a0y4W00000kgfj8QAA	EXID40000007910329	PASS	Time-to-Spin Plasma	R1143 V01	12.3	Hours		Research Use Only
78	a0y4W00000kgfj8QAA	EXID40000007910329	PASS	Time-to-Decant Plasma	R1144 V01	15.4	Hours		Research Use Only
78	a0y4W00000kgfj8QAA	EXID40000007910329	PASS	Time-to-Freeze Plasma	R1145 V01	8.2	Hours		Research Use Only
78	a0y4W00000kgfj8QAA	EXID40000007910329	PASS	Fed-Fasted Plasma	R1152 V01	3.2	Hours		Research Use Only
78	a0y4W00000kgfj8QAA	EXID40000007910329	PASS	Freeze-Thaw Plasma	R1154 V01	7.9	Cycles		Research Use Only
4	a0y4W00000kgfiVQAQ	EXID40000007910474	PASS	Time-to-Spin Plasma	R1143 V01	7.0	Hours		Research Use Only
4	a0y4W00000kgfiVQAQ	EXID40000007910474	PASS	Time-to-Decant Plasma	R1144 V01	10.1	Hours		Research Use Only
4	a0y4W00000kgfiVQAQ	EXID40000007910474	PASS	Time-to-Freeze Plasma	R1145 V01	5.4	Hours		Research Use Only
4	a0y4W00000kgfiVQAQ	EXID40000007910474	PASS	Fed-Fasted Plasma	R1152 V01	6.3	Hours		Research Use Only
4	a0y4W00000kgfiVQAQ	EXID40000007910474	PASS	Freeze-Thaw Plasma	R1154 V01	4.3	Cycles		Research Use Only
329	a0y4W00000kgfjYQAQ	EXID40000007910336	PASS	Time-to-Spin Plasma	R1143 V01	0.1	Hours		Research Use Only
329	a0y4W00000kgfjYQAQ	EXID40000007910336	PASS	Time-to-Decant Plasma	R1144 V01	0.0	Hours		Research Use Only
329	a0y4W00000kgfjYQAQ	EXID40000007910336	PASS	Time-to-Freeze Plasma	R1145 V01	0.0	Hours		Research Use Only
329	a0y4W00000kgfjYQAQ	EXID40000007910336	PASS	Fed-Fasted Plasma	R1152 V01	11.8	Hours		Research Use Only
329	a0y4W00000kgfjYQAQ	EXID40000007910336	PASS	Freeze-Thaw Plasma	R1154 V01	2.3	Cycles		Research Use Only
24	a0y4W00000kgfidQAA	EXID40000007910301	PASS	Time-to-Spin Plasma	R1143 V01	8.4	Hours		Research Use Only
24	a0y4W00000kgfidQAA	EXID40000007910301	PASS	Time-to-Decant Plasma	R1144 V01	18.5	Hours		Research Use Only
24	a0y4W00000kgfidQAA	EXID40000007910301	PASS	Time-to-Freeze Plasma	R1145 V01	14.7	Hours		Research Use Only
24	a0y4W00000kgfidQAA	EXID40000007910301	PASS	Fed-Fasted Plasma	R1152 V01	5.6	Hours		Research Use Only
24	a0y4W00000kgfidQAA	EXID40000007910301	PASS	Freeze-Thaw Plasma	R1154 V01	6.7	Cycles		Research Use Only
68	a0y4W00000kgfj0QAA	EXID40000007910308	PASS	Time-to-Spin Plasma	R1143 V01	2.4	Hours		Research Use Only
68	a0y4W00000kgfj0QAA	EXID40000007910308	PASS	Time-to-Decant Plasma	R1144 V01	4.5	Hours		Research Use Only
68	a0y4W00000kgfj0QAA	EXID40000007910308	PASS	Time-to-Freeze Plasma	R1145 V01	4.9	Hours		Research Use Only
68	a0y4W00000kgfj0QAA	EXID40000007910308	PASS	Fed-Fasted Plasma	R1152 V01	5.0	Hours		Research Use Only
68	a0y4W00000kgfj0QAA	EXID40000007910308	PASS	Freeze-Thaw Plasma	R1154 V01	6.0	Cycles		Research Use Only
15	a0y4W00000kgfiZQAQ	EXID40000007910310	PASS	Time-to-Spin Plasma	R1143 V01	1.7	Hours		Research Use Only
15	a0y4W00000kgfiZQAQ	EXID40000007910310	PASS	Time-to-Decant Plasma	R1144 V01	1.6	Hours		Research Use Only
15	a0y4W00000kgfiZQAQ	EXID40000007910310	PASS	Time-to-Freeze Plasma	R1145 V01	2.3	Hours		Research Use Only
15	a0y4W00000kgfiZQAQ	EXID40000007910310	PASS	Fed-Fasted Plasma	R1152 V01	9.2	Hours		Research Use Only
15	a0y4W00000kgfiZQAQ	EXID40000007910310	PASS	Freeze-Thaw Plasma	R1154 V01	3.2	Cycles		Research Use Only
67	a0y4W00000kgfizQAA	EXID40000007910452	PASS	Time-to-Spin Plasma	R1143 V01	5.7	Hours		Research Use Only
67	a0y4W00000kgfizQAA	EXID40000007910452	PASS	Time-to-Decant Plasma	R1144 V01	5.8	Hours		Research Use Only
67	a0y4W00000kgfizQAA	EXID40000007910452	PASS	Time-to-Freeze Plasma	R1145 V01	0.4	Hours		Research Use Only
67	a0y4W00000kgfizQAA	EXID40000007910452	PASS	Fed-Fasted Plasma	R1152 V01	6.8	Hours		Research Use Only
67	a0y4W00000kgfizQAA	EXID40000007910452	PASS	Freeze-Thaw Plasma	R1154 V01	4.8	Cycles		Research Use Only
227	a0y4W00000kgfjKQAQ	EXID40000007910313	PASS	Time-to-Spin Plasma	R1143 V01	1.4	Hours		Research Use Only
227	a0y4W00000kgfjKQAQ	EXID40000007910313	PASS	Time-to-Decant Plasma	R1144 V01	0.0	Hours		Research Use Only
227	a0y4W00000kgfjKQAQ	EXID40000007910313	PASS	Time-to-Freeze Plasma	R1145 V01	0.0	Hours		Research Use Only
227	a0y4W00000kgfjKQAQ	EXID40000007910313	PASS	Fed-Fasted Plasma	R1152 V01	4.6	Hours		Research Use Only
227	a0y4W00000kgfjKQAQ	EXID40000007910313	PASS	Freeze-Thaw Plasma	R1154 V01	2.7	Cycles		Research Use Only
328	a0y4W00000kgfjXQAQ	EXID40000007910304	PASS	Time-to-Spin Plasma	R1143 V01	0.0	Hours		Research Use Only
328	a0y4W00000kgfjXQAQ	EXID40000007910304	PASS	Time-to-Decant Plasma	R1144 V01	0.0	Hours		Research Use Only
328	a0y4W00000kgfjXQAQ	EXID40000007910304	PASS	Time-to-Freeze Plasma	R1145 V01	0.0	Hours		Research Use Only
328	a0y4W00000kgfjXQAQ	EXID40000007910304	PASS	Fed-Fasted Plasma	R1152 V01	8.0	Hours		Research Use Only
328	a0y4W00000kgfjXQAQ	EXID40000007910304	PASS	Freeze-Thaw Plasma	R1154 V01	2.8	Cycles		Research Use Only
5	a0y4W00000kgfiWQAQ	EXID40000007910470	PASS	Time-to-Spin Plasma	R1143 V01	10.8	Hours		Research Use Only
5	a0y4W00000kgfiWQAQ	EXID40000007910470	PASS	Time-to-Decant Plasma	R1144 V01	8.8	Hours		Research Use Only
5	a0y4W00000kgfiWQAQ	EXID40000007910470	PASS	Time-to-Freeze Plasma	R1145 V01	2.0	Hours		Research Use Only
5	a0y4W00000kgfiWQAQ	EXID40000007910470	PASS	Fed-Fasted Plasma	R1152 V01	2.8	Hours		Research Use Only
5	a0y4W00000kgfiWQAQ	EXID40000007910470	PASS	Freeze-Thaw Plasma	R1154 V01	4.9	Cycles		Research Use Only
39	a0y4W00000kgfijQAA	EXID40000007910319	PASS	Time-to-Spin Plasma	R1143 V01	8.2	Hours		Research Use Only
39	a0y4W00000kgfijQAA	EXID40000007910319	PASS	Time-to-Decant Plasma	R1144 V01	3.0	Hours		Research Use Only
39	a0y4W00000kgfijQAA	EXID40000007910319	PASS	Time-to-Freeze Plasma	R1145 V01	2.4	Hours		Research Use Only
39	a0y4W00000kgfijQAA	EXID40000007910319	PASS	Fed-Fasted Plasma	R1152 V01	6.5	Hours		Research Use Only
39	a0y4W00000kgfijQAA	EXID40000007910319	PASS	Freeze-Thaw Plasma	R1154 V01	4.7	Cycles		Research Use Only
51	a0y4W00000kgfipQAA	EXID40000007910459	PASS	Time-to-Spin Plasma	R1143 V01	3.1	Hours		Research Use Only
51	a0y4W00000kgfipQAA	EXID40000007910459	PASS	Time-to-Decant Plasma	R1144 V01	0.8	Hours		Research Use Only
51	a0y4W00000kgfipQAA	EXID40000007910459	PASS	Time-to-Freeze Plasma	R1145 V01	2.8	Hours		Research Use Only
51	a0y4W00000kgfipQAA	EXID40000007910459	PASS	Fed-Fasted Plasma	R1152 V01	7.7	Hours		Research Use Only
51	a0y4W00000kgfipQAA	EXID40000007910459	PASS	Freeze-Thaw Plasma	R1154 V01	3.9	Cycles		Research Use Only
15_2 (49)	a0y4W00000kgfioQAA	EXID40000007910318	PASS	Time-to-Spin Plasma	R1143 V01	6.2	Hours		Research Use Only
15_2 (49)	a0y4W00000kgfioQAA	EXID40000007910318	PASS	Time-to-Decant Plasma	R1144 V01	2.4	Hours		Research Use Only
15_2 (49)	a0y4W00000kgfioQAA	EXID40000007910318	PASS	Time-to-Freeze Plasma	R1145 V01	0.9	Hours		Research Use Only
15_2 (49)	a0y4W00000kgfioQAA	EXID40000007910318	PASS	Fed-Fasted Plasma	R1152 V01	7.9	Hours		Research Use Only
15_2 (49)	a0y4W00000kgfioQAA	EXID40000007910318	PASS	Freeze-Thaw Plasma	R1154 V01	5.2	Cycles		Research Use Only
318	a0y4W00000kgfjVQAQ	EXID40000007910041	PASS	Time-to-Spin Plasma	R1143 V01	0.0	Hours		Research Use Only
318	a0y4W00000kgfjVQAQ	EXID40000007910041	PASS	Time-to-Decant Plasma	R1144 V01	0.0	Hours		Research Use Only
318	a0y4W00000kgfjVQAQ	EXID40000007910041	PASS	Time-to-Freeze Plasma	R1145 V01	0.0	Hours		Research Use Only
318	a0y4W00000kgfjVQAQ	EXID40000007910041	PASS	Fed-Fasted Plasma	R1152 V01	4.7	Hours		Research Use Only
318	a0y4W00000kgfjVQAQ	EXID40000007910041	PASS	Freeze-Thaw Plasma	R1154 V01	1.4	Cycles		Research Use Only
81	a0y4W00000kgfj9QAA	EXID40000007910042	PASS	Time-to-Spin Plasma	R1143 V01	9.1	Hours		Research Use Only
81	a0y4W00000kgfj9QAA	EXID40000007910042	PASS	Time-to-Decant Plasma	R1144 V01	8.0	Hours		Research Use Only
81	a0y4W00000kgfj9QAA	EXID40000007910042	PASS	Time-to-Freeze Plasma	R1145 V01	6.8	Hours		Research Use Only
81	a0y4W00000kgfj9QAA	EXID40000007910042	PASS	Fed-Fasted Plasma	R1152 V01	3.3	Hours		Research Use Only
81	a0y4W00000kgfj9QAA	EXID40000007910042	PASS	Freeze-Thaw Plasma	R1154 V01	3.7	Cycles		Research Use Only
29	a0y4W00000kgfifQAA	EXID40000007910047	PASS	Time-to-Spin Plasma	R1143 V01	9.8	Hours		Research Use Only
29	a0y4W00000kgfifQAA	EXID40000007910047	PASS	Time-to-Decant Plasma	R1144 V01	7.0	Hours		Research Use Only
29	a0y4W00000kgfifQAA	EXID40000007910047	PASS	Time-to-Freeze Plasma	R1145 V01	6.1	Hours		Research Use Only
29	a0y4W00000kgfifQAA	EXID40000007910047	PASS	Fed-Fasted Plasma	R1152 V01	7.6	Hours		Research Use Only
29	a0y4W00000kgfifQAA	EXID40000007910047	PASS	Freeze-Thaw Plasma	R1154 V01	10.0	Cycles		Research Use Only
201	a0y4W00000kgfjBQAQ	EXID40000007910480	PASS	Time-to-Spin Plasma	R1143 V01	4.3	Hours		Research Use Only
201	a0y4W00000kgfjBQAQ	EXID40000007910480	PASS	Time-to-Decant Plasma	R1144 V01	0.0	Hours		Research Use Only
201	a0y4W00000kgfjBQAQ	EXID40000007910480	PASS	Time-to-Freeze Plasma	R1145 V01	4.0	Hours		Research Use Only
201	a0y4W00000kgfjBQAQ	EXID40000007910480	PASS	Fed-Fasted Plasma	R1152 V01	0.6	Hours		Research Use Only
201	a0y4W00000kgfjBQAQ	EXID40000007910480	PASS	Freeze-Thaw Plasma	R1154 V01	1.2	Cycles		Research Use Only
72	a0y4W00000kgfj4QAA	EXID40000007910311	PASS	Time-to-Spin Plasma	R1143 V01	5.1	Hours		Research Use Only
72	a0y4W00000kgfj4QAA	EXID40000007910311	PASS	Time-to-Decant Plasma	R1144 V01	5.2	Hours		Research Use Only
72	a0y4W00000kgfj4QAA	EXID40000007910311	PASS	Time-to-Freeze Plasma	R1145 V01	6.8	Hours		Research Use Only
72	a0y4W00000kgfj4QAA	EXID40000007910311	PASS	Fed-Fasted Plasma	R1152 V01	3.6	Hours		Research Use Only
72	a0y4W00000kgfj4QAA	EXID40000007910311	PASS	Freeze-Thaw Plasma	R1154 V01	5.4	Cycles		Research Use Only
71	a0y4W00000kgfj3QAA	EXID40000007910316	PASS	Time-to-Spin Plasma	R1143 V01	7.3	Hours		Research Use Only
71	a0y4W00000kgfj3QAA	EXID40000007910316	PASS	Time-to-Decant Plasma	R1144 V01	6.8	Hours		Research Use Only
71	a0y4W00000kgfj3QAA	EXID40000007910316	PASS	Time-to-Freeze Plasma	R1145 V01	2.9	Hours		Research Use Only
71	a0y4W00000kgfj3QAA	EXID40000007910316	PASS	Fed-Fasted Plasma	R1152 V01	5.4	Hours		Research Use Only
71	a0y4W00000kgfj3QAA	EXID40000007910316	PASS	Freeze-Thaw Plasma	R1154 V01	4.5	Cycles		Research Use Only
86865 (37)	a0y4W00000kgfihQAA	EXID40000007910331	PASS	Time-to-Spin Plasma	R1143 V01	8.3	Hours		Research Use Only
86865 (37)	a0y4W00000kgfihQAA	EXID40000007910331	PASS	Time-to-Decant Plasma	R1144 V01	6.0	Hours		Research Use Only
86865 (37)	a0y4W00000kgfihQAA	EXID40000007910331	PASS	Time-to-Freeze Plasma	R1145 V01	0.0	Hours		Research Use Only
86865 (37)	a0y4W00000kgfihQAA	EXID40000007910331	PASS	Fed-Fasted Plasma	R1152 V01	0.0	Hours		Research Use Only
86865 (37)	a0y4W00000kgfihQAA	EXID40000007910331	PASS	Freeze-Thaw Plasma	R1154 V01	4.5	Cycles		Research Use Only
222	a0y4W00000kgfjHQAQ	EXID40000007910326	PASS	Time-to-Spin Plasma	R1143 V01	0.0	Hours		Research Use Only
222	a0y4W00000kgfjHQAQ	EXID40000007910326	PASS	Time-to-Decant Plasma	R1144 V01	0.6	Hours		Research Use Only
222	a0y4W00000kgfjHQAQ	EXID40000007910326	PASS	Time-to-Freeze Plasma	R1145 V01	0.5	Hours		Research Use Only
222	a0y4W00000kgfjHQAQ	EXID40000007910326	PASS	Fed-Fasted Plasma	R1152 V01	6.8	Hours		Research Use Only
222	a0y4W00000kgfjHQAQ	EXID40000007910326	PASS	Freeze-Thaw Plasma	R1154 V01	1.7	Cycles		Research Use Only
70	a0y4W00000kgfj2QAA	EXID40000007910046	PASS	Time-to-Spin Plasma	R1143 V01	5.8	Hours		Research Use Only
70	a0y4W00000kgfj2QAA	EXID40000007910046	PASS	Time-to-Decant Plasma	R1144 V01	15.0	Hours		Research Use Only
70	a0y4W00000kgfj2QAA	EXID40000007910046	PASS	Time-to-Freeze Plasma	R1145 V01	16.3	Hours		Research Use Only
70	a0y4W00000kgfj2QAA	EXID40000007910046	PASS	Fed-Fasted Plasma	R1152 V01	6.1	Hours		Research Use Only
70	a0y4W00000kgfj2QAA	EXID40000007910046	PASS	Freeze-Thaw Plasma	R1154 V01	5.9	Cycles		Research Use Only
